ID,price,countofbedrooms,countofbathrooms,size,minimumtosubway,buildingage,haswasher,haselevator,hasdishwasher,hasgym
1129,3130,1.0,1,594,4,18,0,0,0,0
1130,8750,2.0,2,1472,7,12,0,1,1,1
1131,5500,1.0,1,1000,3,116,0,0,0,0
1132,3200,2.0,1,900,3,116,1,1,0,1
1133,4050,1.0,1,826,3,29,0,1,0,0
1134,10500,3.0,2,1865,1,96,0,0,0,0
1135,6900,2.0,2,1049,4,4,0,0,0,0
1136,2325,0.5,1,500,6,96,0,0,0,0
1137,3900,1.0,1,850,5,30,0,1,0,0
1138,5200,2.0,2,1141,1,30,0,0,0,0
1139,2300,0.0,1,475,9,54,0,1,0,1
1140,4363,1.0,1,620,1,29,0,0,0,0
1141,6500,2.0,2,1100,3,29,1,0,1,0
1142,4362,1.0,1,982,3,85,0,0,0,0
1143,2895,1.0,1,650,9,36,0,0,0,0
1144,4000,1.0,1,700,1,31,0,1,1,0
1145,5500,1.0,1,1180,9,15,0,0,0,0
1146,4350,1.0,1,723,2,92,0,1,0,0
1147,3960,0.0,1,640,3,52,0,0,1,0
1148,12000,2.0,2,1865,2,122,0,1,0,0
1149,5995,2.0,2,1206,2,120,0,1,1,1
1150,3557,1.0,1,621,12,4,0,0,0,0
1151,1832,2.0,1,800,5,96,0,0,0,0
1152,5300,1.0,1,776,7,6,0,0,0,0
1153,3140,0.0,1,525,4,16,0,0,0,0
1154,15000,2.5,2,2350,3,89,0,0,0,0
1155,3710,0.0,1,577,4,16,0,0,0,0
1156,3375,1.0,1,850,8,90,0,0,0,0
1157,3500,1.0,1,700,6,96,0,0,0,0
1158,2650,0.0,1,459,4,18,0,1,0,1
1159,3995,2.0,1,704,2,28,0,0,0,0
1160,9995,3.0,2,1132,3,2,0,0,0,0
1161,4895,1.0,1,876,1,51,0,0,1,1
1162,6800,2.0,2,1200,43,41,0,0,0,0
1163,9200,2.0,2,1434,2,38,1,1,1,0
1164,3930,1.0,1,710,3,15,0,0,0,0
1165,5495,1.0,2,966,2,10,1,1,1,1
1166,9000,1.0,1,1521,9,1,0,0,0,0
1167,2855,0.0,1,482,5,17,0,0,0,0
1168,2595,1.0,1,600,1,116,1,0,1,0
1169,9500,1.0,1,1026,2,101,0,0,0,0
1170,4895,2.0,2,1000,4,42,0,1,0,1
1171,3995,1.0,1,930,2,34,0,0,1,0
1172,4500,1.0,1,715,4,16,0,1,0,1
1173,13800,3.0,3,1702,1,89,0,0,0,0
1174,2875,0.0,1,512,7,52,0,0,0,0
1175,3150,1.0,1,875,4,86,0,1,0,0
1176,11500,3.0,3,1750,11,8,0,0,1,0
1177,1950,2.0,1,594,10,106,0,0,0,0
1178,2695,0.0,1,355,9,0,0,0,0,0
1179,3500,1.0,1,712,8,12,0,0,0,0
1180,13250,3.0,3,1726,43,8,0,0,0,0
1181,8375,4.0,3,1735,5,52,0,0,0,0
1182,2000,0.0,1,350,3,86,0,1,1,0
1183,3600,2.0,2,1164,4,12,0,0,0,0
1184,4885,1.0,1,880,6,16,0,0,1,0
1185,7800,2.0,2,1186,6,5,0,0,1,0
1186,8975,3.0,3,1750,3,15,0,1,0,0
1187,14900,3.0,3,2095,13,9,0,0,1,0
1188,4000,1.0,1,1000,4,48,0,0,0,0
1189,1999,0.0,1,450,4,96,0,0,0,0
1190,4090,1.0,1,710,3,15,0,0,0,0
1191,4500,1.0,1,800,2,96,0,0,0,0
1192,2750,0.0,1,485,2,28,0,1,0,1
1193,2200,1.0,1,750,2,96,0,0,0,0
1194,2628,0.0,1,425,8,41,0,0,0,0
1195,4200,3.0,1,1000,5,106,0,0,0,0
1196,3700,1.0,1,765,2,30,0,1,0,1
1197,3500,1.0,1,670,2,9,0,1,0,1
1198,4480,1.0,1,642,7,5,0,0,0,0
1199,5995,2.0,2,1200,0,87,0,1,0,1
1200,2195,1.0,1,450,3,81,0,0,0,0
1201,3500,1.0,1,765,4,19,0,0,0,0
1202,5000,2.0,2,915,3,15,0,0,0,0
1203,1525,0.0,1,305,6,55,0,0,0,0
1204,7500,1.0,2,1400,1,96,0,1,0,0
1205,8250,2.0,2,1157,9,19,0,0,0,0
1206,3000,0.0,1,500,3,86,0,1,0,0
1207,4950,1.0,1,899,2,30,0,1,1,1
1208,2570,0.0,1,265,9,0,0,0,0,0
1209,3850,1.0,1,575,3,106,0,0,0,0
1210,2650,0.0,1,386,10,29,0,0,0,0
1211,5750,2.0,2,1280,6,31,0,0,0,0
1212,4100,1.0,1,789,7,9,0,1,0,0
1213,3712,1.0,2,1201,11,108,1,1,1,1
1214,6495,2.0,2,1152,2,6,0,0,0,0
1215,2300,0.0,1,417,2,30,0,1,0,0
1216,2650,0.5,1,430,4,85,0,0,0,0
1217,6400,3.0,2,1500,3,29,0,0,0,0
1218,3700,1.0,1,732,0,87,0,1,0,0
1219,4750,1.0,1,679,4,10,0,0,0,0
1220,3825,1.0,1,800,7,9,0,0,0,0
1221,3195,1.0,1,482,4,85,0,0,0,0
1222,7995,2.0,2,1300,2,56,1,1,1,1
1223,3850,0.0,1,667,6,8,0,0,0,0
1224,3200,1.0,1,600,9,106,0,0,0,0
1225,5000,5.0,3,1800,2,87,0,0,0,0
1226,8900,2.0,2,1547,2,86,0,1,0,1
1227,4650,0.0,1,705,6,116,0,0,0,0
1228,3090,0.0,1,494,3,54,0,0,0,0
1229,9900,2.0,2,1690,3,13,1,0,0,0
1230,1795,1.0,1,800,3,79,0,0,0,0
1231,4620,2.0,2,829,3,15,0,0,0,0
1232,4705,1.0,1,635,2,0,0,0,0,0
1233,3500,1.0,1,700,2,86,0,1,0,1
1234,3600,2.0,2,1100,6,8,1,1,1,1
1235,3500,1.0,1,530,2,55,1,1,1,1
1236,4450,0.0,1,666,2,89,0,1,1,0
1237,3850,2.0,1,800,3,53,0,0,0,0
1238,3600,1.0,1,663,5,37,1,1,0,1
1239,4637,1.0,1,633,3,16,0,0,0,0
1240,1995,1.0,1,600,8,116,0,0,0,0
1241,2995,1.0,1,750,9,42,1,1,1,1
1242,2500,0.0,1,400,2,86,0,0,0,0
1243,2150,2.0,1,700,7,102,0,0,0,0
1244,6700,2.0,3,1292,3,15,0,0,0,0
1245,4100,2.0,1,900,4,91,0,0,0,0
1246,3810,1.0,1,708,3,71,1,1,1,1
1247,8550,2.0,2,1318,9,11,1,1,1,1
1248,3850,1.0,1,840,7,52,0,0,0,0
1249,2750,0.0,1,650,4,76,0,0,1,0
1250,1995,1.0,1,825,3,91,0,0,0,0
1251,3800,2.0,1,900,9,87,0,0,0,0
1252,4300,1.0,1,766,4,9,1,1,1,0
1253,3095,2.0,2,1100,4,3,0,0,0,0
1254,5500,1.0,2,1100,2,116,0,0,0,0
1255,4000,1.0,1,673,4,19,0,0,0,0
1256,5000,2.0,1,785,12,4,0,0,0,0
1257,10200,1.0,2,1881,3,52,1,1,1,1
1258,3195,2.0,1,785,1,28,1,0,0,0
1259,4600,1.0,1,900,3,78,1,1,0,1
1260,1850,0.0,1,560,8,121,0,0,0,0
1261,3300,1.0,1,642,10,29,0,0,0,0
1262,5995,1.0,1,855,1,8,1,1,0,1
1263,7100,2.0,2,1200,7,14,0,0,0,0
1264,6950,2.0,2,1150,6,11,0,0,0,0
1265,3195,0.0,1,600,1,29,1,1,1,1
1266,8750,2.0,2,1875,3,88,0,0,1,0
1267,1995,1.0,1,625,5,96,0,0,0,0
1268,5300,3.0,2,1200,11,43,0,0,0,0
1269,4400,2.0,1,1070,6,51,0,1,1,0
1270,1975,1.0,1,595,6,55,0,0,0,0
1271,5000,2.0,2,1013,15,43,0,0,0,0
1272,7995,2.0,2,1279,6,13,0,1,0,0
1273,3400,1.0,1,760,6,31,0,1,0,0
1274,6995,3.0,2,1677,2,116,0,0,0,0
1275,6850,3.0,2,3000,3,106,0,0,0,0
1276,12500,3.0,3,2133,5,31,0,0,0,0
1277,3675,1.0,1,702,2,85,0,0,0,0
1278,9075,2.0,2,1800,3,116,0,0,0,0
1279,4370,1.0,1,822,3,31,1,1,1,1
1280,4000,1.0,1,766,1,25,0,0,0,0
1281,6200,2.0,2,1325,2,8,1,0,0,0
1282,3490,1.0,1,610,8,41,0,0,0,0
1283,3885,1.0,1,837,5,17,0,0,0,0
1284,3260,0.0,1,576,1,19,0,0,0,0
1285,6750,2.0,2,1267,5,11,1,1,0,1
1286,11995,3.0,2,1951,1,86,1,1,1,0
1287,2995,0.0,1,500,2,53,0,0,0,0
1288,3910,1.0,1,709,8,16,0,0,0,0
1289,3800,2.0,1,1100,6,96,0,0,0,0
1290,10650,2.0,2,1372,4,47,0,1,1,0
1291,6800,2.0,2,1100,11,31,0,0,0,0
1292,7350,2.0,2,1100,2,92,0,0,0,0
1293,5250,1.0,1,915,6,2,0,0,0,0
1294,2700,1.0,1,700,1,116,0,1,1,1
1295,2495,0.0,1,650,2,106,0,1,0,0
1296,5400,1.0,1,1000,6,116,1,1,1,1
1297,8000,2.0,2,1152,2,6,0,0,0,0
1298,7900,2.0,2,1286,5,2,0,0,0,0
1299,3625,1.0,1,650,1,51,1,0,0,0
1300,5500,1.0,1,835,3,52,0,0,0,0
1301,7500,2.0,2,1025,6,2,0,0,0,0
1302,6495,2.0,2,1500,2,90,0,1,0,0
1303,5972,2.5,2,1420,14,52,0,0,0,0
1304,15000,5.0,4,2860,6,28,1,0,1,1
1305,3120,1.0,1,574,2,99,0,0,0,0
1306,4595,1.0,1,902,4,7,0,0,0,0
1307,3475,1.0,1,574,7,39,0,0,0,0
1308,6495,2.0,2,1309,3,92,0,1,1,1
1309,3480,1.0,1,620,7,39,1,0,1,0
1310,2250,0.0,1,500,9,87,0,0,0,0
1311,2000,1.0,1,580,3,76,0,0,0,0
1312,7995,3.0,2,1000,3,116,0,0,0,0
1313,4800,3.0,2,1450,3,116,0,0,0,0
1314,3595,1.0,1,650,43,14,0,0,0,0
1315,8500,2.0,1,1300,3,101,0,0,0,0
1316,1750,0.0,1,400,7,106,0,0,0,0
1317,5500,1.0,1,1180,9,15,0,0,0,0
1318,3800,1.0,1,800,5,104,0,0,0,0
1319,5395,1.0,1,747,3,6,0,0,0,0
1320,6150,3.5,2,2000,6,96,0,0,0,0
1321,14500,2.0,2,1433,1,12,1,1,0,1
1322,7895,2.0,2,1629,1,11,0,0,0,0
1323,3695,1.0,1,671,1,19,0,0,0,0
1324,4116,1.0,1,586,2,16,1,1,1,1
1325,3545,1.0,1,650,3,30,0,0,0,0
1326,4700,1.0,1,800,2,11,0,0,0,0
1327,4200,1.0,1,768,2,9,0,1,0,0
1328,2795,2.0,2,1100,8,77,0,0,0,0
1329,4150,3.0,2,1000,11,106,0,0,0,0
1330,3400,2.0,1,750,6,106,0,0,0,0
1331,3200,1.0,1,600,3,106,0,0,0,0
1332,3287,0.0,1,470,4,19,1,0,1,0
1333,1600,1.0,1,850,2,105,0,0,0,0
1334,2500,0.0,1,600,3,26,1,1,1,1
1335,6900,2.0,2,1250,2,9,0,1,1,1
1336,4935,1.0,1,685,7,5,0,0,0,0
1337,3700,1.0,1,666,1,19,0,0,0,0
1338,13300,3.0,2,1840,3,106,0,0,0,0
1339,3100,1.0,1,500,2,106,0,1,1,1
1340,6350,1.0,1,947,4,47,0,1,0,0
1341,4600,1.0,1,1101,1,88,0,1,0,0
1342,3500,1.0,1,589,43,43,0,0,0,0
1343,2400,0.0,1,444,8,29,0,1,0,1
1344,3553,1.0,1,668,4,16,1,1,1,1
1345,7995,2.0,1,1200,2,116,0,1,1,0
1346,2600,0.0,1,550,5,30,1,1,1,0
1347,3342,0.0,1,618,4,47,0,0,0,0
1348,18000,3.0,3,2145,7,6,0,1,0,1
1349,5875,1.0,1,744,3,6,0,0,0,0
1350,10500,2.0,2,1212,6,2,0,0,0,0
1351,3495,0.0,1,450,2,17,0,0,0,0
1352,6200,3.0,2,1500,3,29,0,0,0,0
1353,9000,3.0,2,1616,5,8,0,0,0,0
1354,5220,2.0,2,1085,5,17,0,0,0,0
1355,4006,1.0,1,573,2,16,0,0,0,0
1356,2945,0.0,1,532,5,44,0,0,0,0
1357,2250,1.0,1,600,9,111,0,0,1,0
1358,2100,0.0,1,400,3,96,0,0,0,0
1359,2670,1.0,1,668,5,1,0,0,0,0
1360,4748,1.0,1,693,2,16,0,1,0,1
1361,3395,1.0,1,626,6,14,0,0,0,0
1362,7500,1.0,1,1200,3,31,0,1,0,0
1363,3750,1.0,1,666,3,88,0,0,0,0
1364,7295,3.0,2,1202,2,28,0,1,0,1
1365,3940,0.0,1,490,3,6,1,1,1,1
1366,8500,3.0,3,1465,7,7,0,0,0,0
1367,5995,2.0,2,1200,2,56,0,0,1,0
1368,2745,0.0,2,342,2,89,1,1,1,1
1369,7000,1.0,2,1753,1,102,0,0,0,0
1370,4170,2.0,1,950,12,22,0,0,0,0
1371,2400,0.0,1,450,2,96,0,0,0,0
1372,5150,2.0,2,1050,4,11,0,0,0,0
1373,2495,1.0,1,550,3,89,0,1,0,1
1374,3405,0.0,1,532,5,44,0,0,0,0
1375,5400,1.0,1,793,2,10,0,0,0,0
1376,6995,3.0,2,1700,3,51,0,0,0,0
1377,5850,2.0,2,1150,43,10,0,0,0,0
1378,4147,2.0,2,710,4,45,0,0,0,0
1379,3500,1.0,1,701,3,11,0,0,0,0
1380,5315,2.0,2,1065,4,28,0,0,0,0
1381,5250,1.0,1,888,2,11,0,0,1,0
1382,5000,1.0,2,950,7,84,0,0,0,0
1383,5900,2.0,2,1650,6,51,0,0,0,0
1384,7150,2.0,2,1295,4,92,1,1,0,0
1385,2900,1.0,1,520,1,8,0,0,0,0
1386,7500,2.0,2,1235,2,13,0,0,0,0
1387,7500,1.0,1,1092,4,33,0,0,0,0
1388,4300,1.0,1,850,2,9,1,0,0,0
1389,3700,0.0,1,511,2,9,0,0,0,0
1390,2795,2.0,1,900,11,86,0,1,0,0
1391,2300,0.5,1,550,7,12,0,0,0,0
1392,3750,1.0,1,699,3,15,0,0,0,0
1393,3000,1.0,1,450,1,29,0,0,0,0
1394,2562,0.0,1,273,9,0,0,0,0,0
1395,3500,1.0,1,766,8,29,1,0,0,0
1396,9500,3.0,3,2000,3,100,0,0,0,0
1397,3150,1.0,1,590,2,113,0,0,0,0
1398,1550,1.0,1,450,6,102,0,0,0,0
1399,2900,1.0,1,488,1,103,0,0,0,0
1400,6900,2.0,2,1270,4,33,0,0,0,0
1401,9500,3.0,3,1722,4,19,0,0,0,0
1402,13000,3.0,3,1851,2,25,0,0,0,0
1403,8595,3.0,2,1293,4,19,0,1,1,0
1404,6750,2.0,2,1500,4,91,0,1,1,1
1405,9000,3.0,2,2000,0,94,0,0,0,0
1406,13500,4.0,3,2404,5,31,1,1,0,0
1407,2800,0.0,1,518,6,60,1,1,0,1
1408,4895,2.0,1,925,6,53,0,0,0,0
1409,6245,2.0,2,1080,3,13,0,0,0,0
1410,6200,2.0,2,1012,2,8,0,0,0,0
1411,3103,0.0,1,557,4,47,0,0,0,0
1412,5800,3.0,2,1500,3,96,0,0,0,0
1413,3300,3.0,2,1100,2,96,0,0,0,0
1414,5300,2.0,2,997,15,43,0,0,0,0
1415,4575,1.0,1,728,2,35,0,0,0,0
1416,9950,2.0,2,1316,3,115,0,0,1,0
1417,4000,2.0,2,847,2,86,0,0,0,0
1418,3600,1.0,1,650,2,55,0,1,0,0
1419,4050,2.0,1,887,5,86,1,0,0,0
1420,3600,2.0,1,940,2,116,0,0,0,0
1421,3635,1.0,1,732,10,16,0,0,0,0
1422,9000,2.0,2,1736,3,101,1,0,1,0
1423,2600,1.0,1,650,7,106,0,0,0,0
1424,4995,2.0,1,1100,7,49,1,0,0,0
1425,2400,0.0,1,508,9,30,1,1,1,0
1426,5995,1.0,1,947,5,2,0,0,0,0
1427,5495,2.0,2,1000,4,88,0,0,0,0
1428,4850,2.0,2,1100,3,60,0,0,0,1
1429,7000,1.0,1,708,2,6,1,0,1,0
1430,2500,0.0,1,550,3,55,0,0,0,0
1431,3500,2.0,1,936,3,116,0,1,1,1
1432,4500,1.0,1,900,4,89,0,0,1,0
1433,9500,3.0,3,1815,5,2,0,0,0,0
1434,9000,2.0,2,1500,3,96,0,1,1,1
1435,3800,1.0,1,700,5,96,1,0,0,0
1436,14995,3.0,3,3119,12,11,1,1,0,1
1437,2395,1.0,1,650,9,116,0,0,0,0
1438,5225,1.0,1,767,2,8,0,0,0,0
1439,5700,4.0,1,1200,8,116,0,0,0,0
1440,5500,2.0,1,1100,7,34,1,1,0,1
1441,2850,0.0,1,432,6,66,0,0,0,0
1442,3395,1.0,0,800,2,89,0,0,0,0
1443,3795,1.0,1,733,3,15,0,0,0,0
1444,2950,1.0,1,600,1,101,0,1,0,1
1445,2650,0.0,1,610,9,57,0,0,0,0
1446,2700,0.0,1,400,2,26,0,0,0,0
1447,5995,2.0,1,900,2,55,0,0,0,0
1448,5950,3.0,2,1200,2,92,0,1,1,1
1449,6200,2.0,2,1200,9,28,1,1,1,1
1450,5800,3.0,2,1160,6,37,0,0,1,0
1451,2775,0.0,1,599,2,13,1,0,0,0
1452,3950,1.0,1,700,1,43,0,1,1,1
1453,20000,3.0,3,2783,0,2,0,0,0,0
1454,11000,4.0,3,2095,5,94,1,1,0,0
1455,5310,2.0,2,1157,6,33,0,0,0,0
1456,4915,1.0,1,753,5,44,1,1,1,1
1457,2995,2.0,1,800,2,86,1,1,1,1
1458,13995,2.0,2,1674,1,89,0,0,0,0
1459,5500,3.0,2,1300,4,75,0,0,0,0
1460,3200,1.0,1,650,2,106,0,0,0,0
1461,3725,1.0,2,629,4,18,0,0,0,0
1462,5461,2.0,1,1075,4,47,0,1,1,0
1463,4355,2.0,1,710,3,15,0,0,0,0
1464,2950,1.0,1,540,5,30,1,1,0,0
1465,2390,0.0,1,490,4,86,1,1,1,1
1466,2850,1.0,1,600,6,89,0,0,0,0
1467,4850,2.0,2,950,3,96,0,0,0,0
1468,4275,2.0,2,1063,5,18,0,0,0,0
1469,2100,0.0,1,550,4,55,0,0,0,0
1470,3500,1.0,1,780,2,54,0,0,0,0
1471,3220,0.0,1,585,5,17,0,0,0,0
1472,2500,2.0,1,800,2,106,0,0,0,0
1473,2650,0.0,1,500,3,59,0,0,1,0
1474,3100,0.0,1,520,2,14,0,0,0,0
1475,4400,1.0,1,606,2,6,0,1,0,1
1476,2100,0.5,1,575,3,116,1,1,1,1
1477,4200,1.0,1,809,5,91,0,0,0,0
1478,3350,1.0,1,1086,11,108,0,0,0,0
1479,3995,1.0,1,870,4,52,0,0,0,0
1480,4250,1.0,1,721,3,15,1,1,0,1
1481,3750,1.0,1,599,5,15,0,0,0,0
1482,3400,0.5,1,669,3,29,0,0,0,0
1483,3350,0.0,1,620,3,29,0,1,0,0
1484,2750,1.0,1,600,9,57,0,0,0,0
1485,4100,1.0,1,763,3,31,1,1,1,1
1486,5750,2.0,2,1300,1,57,0,0,0,0
1487,8995,2.0,2,1684,4,11,0,1,0,1
1488,2950,0.0,1,567,12,7,0,0,0,0
1489,13000,3.0,3,2100,1,21,0,0,0,0
1490,6900,4.0,2,1600,4,33,0,1,1,0
1491,2695,1.0,1,650,2,56,0,0,0,0
1492,8900,2.0,2,1292,2,38,0,0,0,0
1493,3497,0.0,1,471,12,4,0,0,0,0
1494,5995,1.0,1,1069,7,116,1,1,0,1
1495,10000,2.0,2,1448,1,9,1,1,1,0
1496,2712,3.0,1,900,0,115,0,0,0,0
1497,2250,0.0,1,370,2,112,0,0,0,0
1498,1995,0.0,1,600,10,91,0,0,0,0
1499,3250,1.0,1,700,2,93,0,0,1,0
1500,3295,0.0,1,620,0,87,0,0,0,0
1501,18500,2.0,2,2000,4,96,0,0,0,0
1502,3200,1.0,1,700,3,85,0,0,0,0
1503,8500,2.0,3,1394,3,96,0,1,0,0
1504,3250,1.0,1,770,10,53,0,0,0,0
1505,2450,1.0,1,550,2,116,0,0,0,0
1506,3300,3.0,1,800,6,116,0,0,0,0
1507,5995,3.0,2,1226,0,10,1,1,1,1
1508,4350,1.0,1,750,2,106,0,0,0,0
1509,1795,1.0,1,750,2,67,1,1,1,1
1510,7550,2.0,2,1404,43,10,1,1,1,1
1511,16950,2.0,2,1464,2,2,0,0,0,0
1512,2450,1.0,1,500,5,96,0,0,0,0
1513,3490,3.0,1,850,1,91,0,0,0,0
1514,3250,1.0,1,900,2,106,0,0,0,0
1515,2850,0.0,1,580,1,76,0,1,0,1
1516,4200,1.0,1,650,5,29,0,0,0,0
1517,5200,2.0,1,733,2,86,0,0,0,0
1518,3175,1.0,1,497,4,85,0,0,0,0
1519,3960,1.0,1,652,6,6,0,0,0,0
1520,3275,0.0,1,450,7,7,0,0,0,0
1521,6500,2.0,1,1700,4,116,1,1,1,1
1522,5999,2.0,2,1064,1,47,0,0,0,0
1523,15000,3.0,1,2100,2,85,1,1,1,1
1524,3695,1.0,1,650,3,29,0,1,0,1
1525,7895,2.0,2,1191,4,7,0,0,0,0
1526,4900,1.0,1,1068,1,104,0,0,0,0
1527,10500,2.0,2,1920,1,121,0,0,0,0
1528,13500,2.0,2,2009,9,15,0,0,1,0
1529,2995,1.0,1,591,2,120,0,0,0,0
1530,3395,2.0,1,825,9,54,0,0,0,0
1531,8657,3.0,3,1740,6,2,0,0,0,0
1532,6100,2.0,2,991,3,11,0,0,0,0
1533,3800,1.0,1,713,2,9,0,1,0,1
1534,4500,1.0,0,900,5,80,1,1,0,0
1535,4999,2.0,2,1050,10,18,1,1,1,1
1536,2689,0.0,1,453,4,47,0,0,0,0
1537,6000,1.0,1,1094,2,30,0,0,1,0
1538,7300,2.0,2,1221,3,11,0,0,0,0
1539,8200,2.0,2,1565,5,37,0,0,0,0
1540,3150,1.0,1,700,3,92,1,1,1,1
1541,2795,0.0,1,550,3,90,0,0,0,0
1542,4250,1.0,1,788,3,10,0,1,0,0
1543,3400,1.0,1,831,0,87,0,1,0,1
1544,5200,2.0,2,1100,10,17,0,0,0,0
1545,4900,2.0,1,850,2,86,0,0,0,0
1546,9500,2.0,2,1650,3,65,0,0,0,0
1547,2995,2.0,1,900,7,106,1,1,1,1
1548,4500,1.0,1,653,2,86,0,0,0,0
1549,3200,2.0,1,650,2,107,0,0,0,0
1550,2200,0.0,1,500,10,106,0,1,0,1
1551,3850,1.0,1,800,2,8,0,0,0,0
1552,2700,0.0,1,466,5,10,0,0,0,0
1553,3895,1.0,1,760,2,55,0,0,0,0
1554,14000,3.0,2,2000,8,117,1,0,1,0
1555,2150,0.5,1,500,6,96,0,0,0,0
1556,2099,2.0,1,800,5,106,0,1,0,0
1557,4995,1.0,1,600,5,96,1,0,0,0
1558,4695,2.0,2,900,1,33,0,1,1,1
1559,14950,2.0,2,1427,3,56,0,0,0,0
1560,7600,2.0,2,1256,1,6,1,0,1,0
1561,3800,2.0,1,600,4,116,0,0,0,0
1562,3450,1.0,1,619,10,29,0,1,0,0
1563,4900,2.0,2,1005,8,25,0,0,0,0
1564,4495,2.0,2,1400,2,116,0,0,0,0
1565,11000,3.0,2,3000,2,111,0,0,0,0
1566,2600,0.0,1,400,12,31,1,1,1,1
1567,2600,1.0,1,600,4,116,0,0,0,0
1568,4550,1.5,1,900,12,36,1,1,1,0
1569,2695,0.0,1,650,1,116,1,1,1,1
1570,11000,2.0,2,1602,3,11,1,0,1,0
1571,10750,3.0,3,1700,6,47,1,0,0,0
1572,3400,1.0,1,693,3,15,0,0,0,0
1573,3000,0.0,1,600,2,96,0,1,0,1
1574,2700,1.0,1,586,7,28,0,0,0,0
1575,5400,1.0,1,925,2,30,0,0,0,0
1576,2750,0.0,1,280,3,115,0,0,0,0
1577,2500,1.0,1,605,11,50,0,1,1,0
1578,3400,1.0,1,800,3,87,0,1,0,0
1579,3350,1.0,1,700,2,34,0,0,0,0
1580,1700,1.0,1,500,2,76,0,0,0,0
1581,2895,1.0,1,650,1,88,0,0,0,0
1582,11950,2.0,1,1445,5,6,0,1,0,0
1583,4600,1.0,1,960,4,33,0,0,0,0
1584,3800,0.0,1,700,1,52,0,0,0,0
1585,1997,1.0,1,707,6,55,0,0,0,0
1586,7499,2.0,2,1256,1,6,0,0,0,0
1587,3450,1.0,1,632,2,41,0,0,0,0
1588,12500,2.0,2,1690,6,16,0,0,0,0
1589,6000,3.0,1,1264,2,13,0,0,0,0
1590,3000,1.0,1,707,6,28,0,1,0,1
1591,10500,3.0,2,1797,5,17,0,0,0,0
1592,7750,2.0,3,1461,43,8,0,0,0,0
1593,6403,2.0,2,1126,1,29,0,0,0,0
1594,3500,1.0,1,784,1,104,0,0,0,0
1595,3545,1.0,1,720,5,17,0,0,0,1
1596,2100,0.0,1,300,8,86,0,0,0,0
1597,17000,3.0,3,2205,2,101,0,0,0,0
1598,5500,2.0,2,1100,4,9,1,1,1,1
1599,4000,1.0,1,750,13,9,0,0,0,0
1600,8000,0.0,2,2200,2,101,1,0,0,0
1601,3900,1.0,1,722,8,16,0,0,0,0
1602,12500,2.0,2,1600,3,10,0,1,0,0
1603,3000,1.0,1,782,1,27,0,1,0,0
1604,3420,1.0,1,645,4,18,0,0,0,0
1605,2854,0.0,1,594,3,44,0,0,0,0
1606,2900,1.0,1,520,1,8,0,0,0,0
1607,9695,2.0,2,1237,2,3,0,0,0,0
1608,10750,2.0,2,1276,1,9,0,0,0,0
1609,3905,1.0,1,681,1,19,0,0,0,0
1610,2450,0.0,1,650,1,106,0,0,0,0
1611,2000,1.0,1,597,5,96,0,0,0,0
1612,4177,1.0,1,586,2,16,0,0,0,0
1613,4800,1.0,1,734,43,8,0,0,0,0
1614,8100,2.0,2,1353,5,2,0,0,0,0
1615,4000,3.0,1,700,5,96,0,0,0,0
1616,11000,4.0,3,2100,1,111,0,0,0,0
1617,7495,3.0,3,1325,3,38,0,0,1,0
1618,6000,1.0,1,750,2,8,0,1,1,1
1619,3000,0.0,1,500,6,59,0,1,0,0
1620,8200,2.0,2,1600,3,11,0,1,1,0
1621,2750,0.0,1,560,2,34,1,0,1,0
1622,5995,2.0,2,1440,2,29,0,0,0,0
1623,3900,1.0,1,765,12,7,0,1,0,0
1624,3636,1.0,1,846,5,13,0,1,0,0
1625,13950,3.0,3,1950,12,11,0,0,0,0
1626,10000,2.0,2,1534,3,11,1,0,1,0
1627,2895,0.0,1,506,2,41,0,1,0,0
1628,4000,1.0,1,670,2,9,0,0,0,0
1629,3759,1.0,1,745,7,7,0,1,0,1
1630,4550,0.0,1,747,3,52,1,1,1,1
1631,6595,2.0,2,1488,4,89,0,0,1,0
1632,4600,1.0,1,950,9,86,0,1,0,0
1633,3465,1.0,1,650,3,30,0,0,0,0
1634,3050,1.0,1,620,4,31,0,1,0,0
1635,11000,2.0,3,1607,5,88,1,1,1,1
1636,15000,3.0,3,2259,3,110,0,1,1,0
1637,8800,2.0,2,1494,4,10,0,1,1,1
1638,3200,1.0,1,600,3,101,0,0,0,0
1639,5395,3.0,1,1200,7,116,1,1,0,1
1640,7800,3.0,2,1700,6,106,0,0,1,0
1641,19950,4.0,3,2302,6,2,0,0,0,0
1642,4500,1.0,1,643,4,2,0,0,0,0
1643,4500,2.0,1,875,6,36,0,1,0,1
1644,2250,0.0,1,400,2,86,0,1,0,0
1645,2700,2.0,1,725,4,96,0,0,0,0
1646,5675,2.0,2,1100,3,30,0,0,0,0
1647,3500,1.0,1,594,4,18,1,1,1,1
1648,2800,2.0,1,1008,5,96,0,0,0,0
1649,2000,0.0,1,500,6,28,0,0,1,0
1650,4000,1.0,1,807,2,116,0,0,0,0
1651,3895,1.0,1,693,2,106,1,1,0,1
1652,3395,0.0,1,530,4,16,0,0,0,0
1653,13975,3.0,2,1883,11,31,0,0,0,0
1654,1995,0.0,1,400,5,116,0,0,0,0
1655,4100,1.0,1,789,7,9,0,1,1,0
1656,3300,1.0,1,730,9,57,0,0,0,0
